accident_year,weekNum,speed_limit
1997,32,39.17246318
1997,33,40.23964257
1997,34,40.30470302
1997,35,40.45018135
1997,36,39.68663594
1997,37,39.79050876
1997,38,39.28110394
1997,39,38.88780962
1997,40,39.41301574
1997,41,39.19610957
1997,42,39.87862177
1997,43,38.76867361
1997,44,39.24958882
1997,45,39.34251444
1997,46,39.51206039
1997,47,39.1336136
1997,48,39.57971307
1997,49,39.50176263
1997,50,39.36680782
1997,51,39.50945749
1997,52,39.6924737
1998,1,40.71935637
1998,2,39.44185059
1998,3,39.33161401
1998,4,39.6125731
1998,5,39.50043253
1998,6,39.41078838
1998,7,39.47174713
1998,8,39.68365554
1998,9,38.70691762
1998,10,39.52917903
1998,11,39.39132463
1998,12,38.28310011
1998,13,39.11015995
1998,14,39.50623202
1998,15,39.65303594
1998,16,40.1483376
1998,17,39.00647466
1998,18,39.14273375
1998,19,39.42662116
1998,20,39.10101211
1998,21,39.20291455
1998,22,39.77294007
1998,23,39.77022591
1998,24,40.06527121
1998,25,39.1626844
1998,26,39.38632619
1998,27,38.47880299
1998,28,39.54575818
1998,29,39.45716154
1998,30,39.98880681
1998,31,39.56413167
1998,32,39.99787325
1998,33,39.35668649
1998,34,40.24659864
1998,35,39.23309319
1998,36,39.44006999
1998,37,40.6518724
1998,38,39.1862811
1998,39,39.03139013
1998,40,39.24216028
1998,41,39.44219067
1998,42,38.98194677
1998,43,39.48497032
1998,44,40.0398327
1998,45,38.60531518
1998,46,39.34392828
1998,47,39.73809524
1998,48,39.95368655
1998,49,39.03311847
1998,50,39.57812169
1998,51,39.24202928
1998,52,40.69773176
1998,53,39.77647059
1999,1,39.49448124
1999,2,40.12733784
1999,3,39.27411063
1999,4,38.82073229
1999,5,39.77201067
1999,6,39.08278867
1999,7,39.471377
1999,8,38.58872846
1999,9,39.97054492
1999,10,39.63612736
1999,11,38.57783313
1999,12,39.08473783
1999,13,38.99168137
1999,14,39.51649863
1999,15,39.21851773
1999,16,39.18624891
1999,17,38.28194817
1999,18,39.4919722
1999,19,39.22457627
1999,20,38.53588517
1999,21,39.30637144
1999,22,39.12434326
1999,23,39.05938448
1999,24,39.06781533
1999,25,39.50307828
1999,26,39.16317016
1999,27,39.78311223
1999,28,39.97315436
1999,29,39.60478771
1999,30,39.52888161
1999,31,38.95134624
1999,32,39.9396462
1999,33,40.04380201
1999,34,40.21643007
1999,35,39.79161498
1999,36,39.04444444
1999,37,39.56138553
1999,38,39.80972516
1999,39,39.06887755
1999,40,38.97278107
1999,41,38.91471215
1999,42,39.46834959
1999,43,40.03132692
1999,44,39.44029005
1999,45,39.30830489
1999,46,39.54344057
1999,47,39.62840467
1999,48,39.4403358
1999,49,39.44987497
